,season,round,circuit_id,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,qualifying_time_diff
2778,2021,21,jeddah,stroll,Canadian,aston_martin,18,11,34,0,13,77,0,7,1.8569999999999993,23,0.1699999999999875
2787,2021,21,jeddah,mick_schumacher,German,haas,19,20,0,0,19,0,0,10,1.953000000000003,22,0.09600000000000364
2785,2021,21,jeddah,mazepin,Russian,haas,20,18,0,0,21,0,0,10,2.9620000000000033,22,1.0090000000000003
2788,2021,22,yas_marina,max_verstappen,Dutch,red_bull,1,1,0,9,1,0,10,2,0.0,24,
2789,2021,22,yas_marina,hamilton,British,mercedes,2,2,0,8,2,0,9,1,0.3709999999999951,36,0.3709999999999951
2794,2021,22,yas_marina,norris,British,mclaren,3,7,154,0,6,269,1,4,0.8219999999999885,22,0.4509999999999934
2802,2021,22,yas_marina,perez,Mexican,red_bull,4,15,190,1,4,0,10,2,0.8379999999999939,31,0.016000000000005343
2790,2021,22,yas_marina,sainz,Spanish,ferrari,5,3,0,0,7,0,0,3,0.8829999999999956,27,0.045000000000001705
2793,2021,22,yas_marina,bottas,Finnish,mercedes,6,6,218,1,3,0,9,1,0.9269999999999925,32,0.04399999999999693
2797,2021,22,yas_marina,leclerc,Monegasque,ferrari,7,10,158,0,5,0,0,3,1.012999999999991,24,0.08599999999999852
2791,2021,22,yas_marina,tsunoda,Japanese,alphatauri,8,4,20,0,14,120,0,6,1.11099999999999,21,0.09799999999999898
2796,2021,22,yas_marina,ocon,French,alpine,9,9,72,1,11,149,1,5,1.279999999999987,25,0.16899999999999693
2799,2021,22,yas_marina,ricciardo,Australian,mclaren,10,12,115,1,8,269,1,4,1.299999999999983,32,0.01999999999999602
2795,2021,22,yas_marina,alonso,Spanish,alpine,11,8,77,0,10,149,1,5,1.350999999999999,40,0.051000000000016144
2792,2021,22,yas_marina,gasly,French,alphatauri,12,5,100,0,9,120,0,6,1.9339999999999975,25,0.5829999999999984
2800,2021,22,yas_marina,stroll,Canadian,aston_martin,13,13,34,0,13,77,0,7,1.9569999999999936,23,0.022999999999996135
2804,2021,22,yas_marina,giovinazzi,Italian,alfa,14,17,3,0,18,13,0,9,2.141999999999996,27,0.18500000000000227
2798,2021,22,yas_marina,vettel,German,aston_martin,15,11,43,0,12,77,0,7,2.195999999999998,34,0.054000000000002046
2803,2021,22,yas_marina,latifi,Canadian,williams,16,16,7,0,17,23,0,8,2.228999999999985,26,0.03299999999998704
2805,2021,22,yas_marina,russell,British,williams,17,18,16,0,15,23,0,8,2.313999999999993,23,0.08500000000000796
2806,2021,22,yas_marina,raikkonen,Finnish,alfa,18,19,10,0,16,13,0,9,2.6699999999999875,42,0.35599999999999454
2801,2021,22,yas_marina,mick_schumacher,German,haas,19,14,0,0,19,0,0,10,2.796999999999997,22,0.12700000000000955
2807,2022,1,bahrain,leclerc,Monegasque,ferrari,1,1,0,0,0,0,0,0,0.0,24,
2825,2022,1,bahrain,max_verstappen,Dutch,red_bull,2,19,0,0,0,0,0,0,0.12300000000000466,24,0.12300000000000466
2808,2022,1,bahrain,sainz,Spanish,ferrari,3,2,0,0,0,0,0,0,0.1290000000000049,27,0.006000000000000227
2824,2022,1,bahrain,perez,Mexican,red_bull,4,18,0,0,0,0,0,0,0.36299999999999955,32,0.23399999999999466
2809,2022,1,bahrain,hamilton,British,mercedes,5,3,0,0,0,0,0,0,0.6800000000000068,37,0.3170000000000073
2812,2022,1,bahrain,bottas,Finnish,alfa,6,6,0,0,0,0,0,0,1.0020000000000095,32,0.32200000000000273
2811,2022,1,bahrain,kevin_magnussen,Danish,haas,7,5,0,0,0,0,0,0,1.25,29,0.24799999999999045
2815,2022,1,bahrain,alonso,Spanish,alpine,8,9,0,0,0,0,0,0,1.6370000000000005,40,0.38700000000000045
2810,2022,1,bahrain,russell,British,mercedes,9,4,0,0,0,0,0,0,1.6580000000000155,24,0.021000000000015007
2826,2022,1,bahrain,gasly,French,alphatauri,10,20,0,0,0,0,0,0,1.7800000000000011,26,0.12199999999998568
2813,2022,1,bahrain,ocon,French,alpine,11,7,0,0,0,0,0,0,1.2240000000000038,25,-0.5559999999999974
2817,2022,1,bahrain,mick_schumacher,German,haas,12,11,0,0,0,0,0,0,1.440000000000012,22,0.21600000000000819
2821,2022,1,bahrain,norris,British,mclaren,13,15,0,0,0,0,0,0,1.450000000000017,22,0.010000000000005116
2819,2022,1,bahrain,albon,Thai,williams,14,13,0,0,0,0,0,0,2.1060000000000088,25,0.6559999999999917
2816,2022,1,bahrain,zhou,Chinese,alfa,15,10,0,0,0,0,0,0,2.9850000000000136,22,0.8790000000000049
2814,2022,1,bahrain,tsunoda,Japanese,alphatauri,16,8,0,0,0,0,0,0,2.1920000000000073,21,-0.7930000000000064
2823,2022,1,bahrain,hulkenberg,German,aston_martin,17,17,0,0,0,0,0,0,2.2190000000000083,34,0.027000000000001023
2820,2022,1,bahrain,ricciardo,Australian,mclaren,18,14,0,0,0,0,0,0,2.3870000000000005,32,0.16799999999999216
2818,2022,1,bahrain,stroll,Canadian,aston_martin,19,12,0,0,0,0,0,0,2.4740000000000038,23,0.0870000000000033
2822,2022,1,bahrain,latifi,Canadian,williams,20,16,0,0,0,0,0,0,3.0760000000000076,26,0.6020000000000039
2830,2022,2,jeddah,perez,Mexican,red_bull,1,4,0,0,18,0,0,10,0.0,32,
2828,2022,2,jeddah,leclerc,Monegasque,ferrari,2,2,26,1,1,44,1,1,0.024999999999991473,24,0.024999999999991473
2829,2022,2,jeddah,sainz,Spanish,ferrari,3,3,18,0,2,44,1,1,0.20199999999999818,27,0.1770000000000067
2827,2022,2,jeddah,max_verstappen,Dutch,red_bull,4,1,0,0,19,0,0,10,0.2609999999999957,24,0.0589999999999975
2832,2022,2,jeddah,ocon,French,alpine,5,6,6,0,7,8,0,5,0.867999999999995,25,0.6069999999999993
2831,2022,2,jeddah,russell,British,mercedes,6,5,12,0,4,27,0,2,0.9039999999999964,24,0.036000000000001364
2842,2022,2,jeddah,alonso,Spanish,alpine,7,16,2,0,9,8,0,5,0.9469999999999885,40,0.042999999999992156
2841,2022,2,jeddah,bottas,Finnish,alfa,8,15,8,0,6,9,0,4,0.9829999999999899,32,0.036000000000001364
2834,2022,2,jeddah,gasly,French,alphatauri,9,8,0,0,20,4,0,6,1.054000000000002,26,0.07100000000001216
2835,2022,2,jeddah,kevin_magnussen,Danish,haas,10,9,10,0,5,10,0,3,1.387999999999991,29,0.333999999999989
2833,2022,2,jeddah,norris,British,mclaren,11,7,0,0,15,0,0,9,1.4509999999999934,22,0.06300000000000239
2837,2022,2,jeddah,zhou,Chinese,alfa,12,11,1,0,10,9,0,4,1.6189999999999998,22,0.16800000000000637
2839,2022,2,jeddah,stroll,Canadian,aston_martin,13,13,0,0,12,0,0,7,2.8089999999999975,23,1.1899999999999977
2843,2022,2,jeddah,ricciardo,Australian,mclaren,14,17,0,0,14,0,0,9,1.5729999999999933,32,-1.2360000000000042
2836,2022,2,jeddah,hamilton,British,mercedes,15,10,15,0,3,27,0,2,2.1430000000000007,37,0.5700000000000074
2840,2022,2,jeddah,albon,Thai,williams,16,14,0,0,13,0,0,8,2.2920000000000016,26,0.1490000000000009
2838,2022,2,jeddah,hulkenberg,German,aston_martin,17,12,0,0,17,0,0,7,2.3430000000000035,34,0.05100000000000193
2844,2022,2,jeddah,latifi,Canadian,williams,18,18,0,0,16,0,0,8,3.6170000000000044,26,1.274000000000001
2846,2022,3,albert_park,leclerc,Monegasque,ferrari,1,1,45,1,1,78,1,1,0.0,24,
2863,2022,3,albert_park,max_verstappen,Dutch,red_bull,2,18,25,1,3,37,1,3,0.28600000000000136,24,0.28600000000000136
2847,2022,3,albert_park,perez,Mexican,red_bull,3,2,12,0,7,37,1,3,0.3719999999999999,32,0.08599999999999852
2850,2022,3,albert_park,norris,British,mclaren,4,5,6,0,10,6,0,8,0.835000000000008,22,0.46300000000000807
2849,2022,3,albert_park,hamilton,British,mercedes,5,4,16,0,5,38,0,2,0.9570000000000078,37,0.12199999999999989
2848,2022,3,albert_park,russell,British,mercedes,6,3,22,0,4,38,0,2,1.0649999999999977,24,0.10799999999998988
2851,2022,3,albert_park,ricciardo,Australian,mclaren,7,6,0,0,19,6,0,8,1.1640000000000015,32,0.09900000000000375
2852,2022,3,albert_park,ocon,French,alpine,8,7,14,0,6,16,0,4,1.193000000000012,25,0.029000000000010573
2865,2022,3,albert_park,sainz,Spanish,ferrari,9,20,33,0,2,78,1,1,1.5400000000000063,27,0.3469999999999942
2854,2022,3,albert_park,gasly,French,alphatauri,11,9,4,0,12,8,0,7,1.358000000000004,26,-0.18200000000000216
2853,2022,3,albert_park,bottas,Finnish,alfa,12,8,8,0,9,9,0,6,1.5420000000000016,32,0.1839999999999975
2860,2022,3,albert_park,tsunoda,Japanese,alphatauri,13,15,4,0,11,8,0,7,1.5560000000000116,21,0.014000000000010004
2856,2022,3,albert_park,zhou,Chinese,alfa,14,11,1,0,14,9,0,6,2.287000000000006,22,0.7309999999999945
2858,2022,3,albert_park,mick_schumacher,German,haas,15,13,0,0,15,12,0,5,2.5970000000000084,23,0.3100000000000023
2859,2022,3,albert_park,kevin_magnussen,Danish,haas,16,14,12,0,8,12,0,5,2.38600000000001,29,-0.21099999999999852
2864,2022,3,albert_park,vettel,German,aston_martin,17,19,0,0,0,0,0,9,3.281000000000006,34,0.894999999999996
2861,2022,3,albert_park,latifi,Canadian,williams,18,16,0,0,20,0,0,10,3.504000000000005,26,0.22299999999999898
2886,2022,5,miami,leclerc,Monegasque,ferrari,1,2,86,2,1,124,2,1,0.0,24,
2887,2022,5,miami,sainz,Spanish,ferrari,2,3,38,0,5,124,2,1,0.19000000000001194,27,0.19000000000001194
2885,2022,5,miami,max_verstappen,Dutch,red_bull,3,1,59,2,2,113,2,2,0.1950000000000074,24,0.0049999999999954525
2888,2022,5,miami,perez,Mexican,red_bull,4,4,54,0,3,113,2,2,0.2400000000000091,32,0.045000000000001705
2891,2022,5,miami,bottas,Finnish,alfa,5,7,24,0,8,25,0,5,0.679000000000002,32,0.43899999999999295
2890,2022,5,miami,hamilton,British,mercedes,6,6,28,0,7,77,0,3,0.8290000000000077,37,0.15000000000000568
2900,2022,5,miami,gasly,French,alphatauri,7,18,6,0,13,16,0,7,0.8940000000000055,26,0.06499999999999773
2901,2022,5,miami,norris,British,mclaren,8,19,35,0,6,46,0,4,0.9540000000000077,22,0.060000000000002274
2895,2022,5,miami,tsunoda,Japanese,alphatauri,9,12,10,0,12,16,0,7,1.13600000000001,21,0.18200000000000216
2894,2022,5,miami,alonso,Spanish,alpine,11,11,2,0,15,22,0,6,1.3640000000000043,40,0.22799999999999443
2889,2022,5,miami,russell,British,mercedes,12,5,49,0,4,77,0,3,1.3770000000000095,24,0.01300000000000523
2896,2022,5,miami,ricciardo,Australian,mclaren,14,13,11,0,11,46,0,4,1.51400000000001,32,0.13700000000000045
2898,2022,5,miami,mick_schumacher,German,haas,15,15,0,0,19,15,0,8,1.6270000000000095,23,0.11299999999999955
2899,2022,5,miami,kevin_magnussen,Danish,haas,16,16,15,0,10,15,0,8,2.179000000000002,29,0.5519999999999925
2902,2022,5,miami,zhou,Chinese,alfa,17,20,1,0,16,25,0,5,2.2240000000000038,22,0.045000000000001705
2893,2022,5,miami,albon,Thai,williams,18,9,1,0,17,1,0,10,2.469999999999999,26,0.2459999999999951
2897,2022,5,miami,latifi,Canadian,williams,19,14,0,0,21,1,0,10,2.5290000000000106,26,0.05900000000001171
2922,2022,6,catalunya,leclerc,Monegasque,ferrari,1,20,104,2,1,157,2,1,0.0,24,
2903,2022,6,catalunya,max_verstappen,Dutch,red_bull,2,1,85,3,2,151,3,2,0.3230000000000075,24,0.3230000000000075
2906,2022,6,catalunya,sainz,Spanish,ferrari,3,4,53,0,5,157,2,1,0.4159999999999968,27,0.09299999999998931
2905,2022,6,catalunya,russell,British,mercedes,4,3,59,0,4,95,0,3,0.6430000000000007,24,0.22700000000000387
2904,2022,6,catalunya,perez,Mexican,red_bull,5,2,66,0,3,151,3,2,0.6700000000000017,32,0.027000000000001023
2907,2022,6,catalunya,hamilton,British,mercedes,6,5,36,0,6,95,0,3,0.7620000000000005,37,0.09199999999999875
2908,2022,6,catalunya,bottas,Finnish,alfa,7,6,30,0,8,31,0,5,0.8580000000000041,32,0.09600000000000364
2919,2022,6,catalunya,kevin_magnussen,Danish,haas,8,17,15,0,10,15,0,8,0.9320000000000022,29,0.07399999999999807
2914,2022,6,catalunya,ricciardo,Australian,mclaren,9,12,11,0,11,46,0,4,1.546999999999997,32,0.6149999999999949
2916,2022,6,catalunya,mick_schumacher,German,haas,10,14,0,0,19,15,0,8,1.617999999999995,23,0.07099999999999795
2910,2022,6,catalunya,norris,British,mclaren,11,8,35,0,7,46,0,4,1.7210000000000036,22,0.10300000000000864
2909,2022,6,catalunya,ocon,French,alpine,12,7,24,0,9,26,0,6,1.8880000000000052,25,0.1670000000000016
2912,2022,6,catalunya,tsunoda,Japanese,alphatauri,13,10,10,0,12,16,0,7,1.8889999999999958,22,0.000999999999990564
2915,2022,6,catalunya,gasly,French,alphatauri,14,13,6,0,13,16,0,7,2.111000000000004,26,0.2220000000000084
2921,2022,6,catalunya,zhou,Chinese,alfa,15,19,1,0,18,31,0,5,2.343999999999994,22,0.23299999999998988
2913,2022,6,catalunya,vettel,German,aston_martin,16,11,4,0,14,6,0,9,2.2040000000000077,34,-0.13999999999998636
2917,2022,6,catalunya,stroll,Canadian,aston_martin,17,15,2,0,17,6,0,9,2.6680000000000064,23,0.46399999999999864
2920,2022,6,catalunya,albon,Thai,williams,18,18,3,0,15,3,0,10,2.894999999999996,26,0.22699999999998965
2918,2022,6,catalunya,latifi,Canadian,williams,19,16,0,0,21,3,0,10,3.164999999999992,26,0.269999999999996
2911,2022,6,catalunya,alonso,Spanish,alpine,20,9,2,0,16,26,0,6,2.2930000000000064,40,-0.8719999999999857
2926,2022,7,monaco,leclerc,Monegasque,ferrari,1,4,104,2,2,169,2,2,0.0,24,
2924,2022,7,monaco,sainz,Spanish,ferrari,2,2,65,0,5,169,2,2,0.22499999999999432,27,0.22499999999999432
2923,2022,7,monaco,perez,Mexican,red_bull,3,1,85,0,3,195,4,1,0.2530000000000001,32,0.028000000000005798
2925,2022,7,monaco,max_verstappen,Dutch,red_bull,4,3,110,4,1,195,4,1,0.28999999999999204,24,0.03699999999999193
2928,2022,7,monaco,norris,British,mclaren,5,6,39,0,7,50,0,4,0.472999999999999,22,0.18300000000000693
2927,2022,7,monaco,russell,British,mercedes,6,5,74,0,4,120,0,3,0.73599999999999,24,0.262999999999991
2929,2022,7,monaco,alonso,Spanish,alpine,7,7,4,0,15,34,0,6,0.8709999999999951,40,0.13500000000000512
2930,2022,7,monaco,hamilton,British,mercedes,8,8,46,0,6,120,0,3,1.1839999999999975,37,0.3130000000000024
2932,2022,7,monaco,vettel,German,aston_martin,9,10,4,0,14,6,0,9,1.3559999999999945,34,0.17199999999999704
2934,2022,7,monaco,ocon,French,alpine,10,12,30,0,9,34,0,6,1.6709999999999923,25,0.3149999999999977
2939,2022,7,monaco,tsunoda,Japanese,alphatauri,11,17,11,0,11,17,0,7,1.4209999999999923,22,-0.25
2931,2022,7,monaco,bottas,Finnish,alfa,12,9,38,0,8,39,0,5,1.5330000000000013,32,0.11200000000000898
2942,2022,7,monaco,kevin_magnussen,Danish,haas,13,20,15,0,10,15,0,8,1.5449999999999875,29,0.011999999999986244
2935,2022,7,monaco,ricciardo,Australian,mclaren,14,13,11,0,12,50,0,4,1.5879999999999939,32,0.043000000000006366
2941,2022,7,monaco,mick_schumacher,German,haas,15,19,0,0,19,15,0,8,1.7049999999999983,23,0.11700000000000443
2940,2022,7,monaco,albon,Thai,williams,16,18,3,0,16,3,0,10,2.2349999999999994,26,0.5300000000000011
2933,2022,7,monaco,gasly,French,alphatauri,17,11,6,0,13,17,0,7,2.283999999999992,26,0.04899999999999238
2936,2022,7,monaco,stroll,Canadian,aston_martin,18,14,2,0,17,6,0,9,2.3019999999999925,23,0.018000000000000682
2937,2022,7,monaco,latifi,Canadian,williams,19,15,0,0,21,3,0,10,3.027000000000001,26,0.7250000000000085
2938,2022,7,monaco,zhou,Chinese,alfa,20,16,1,0,18,39,0,5,4.22999999999999,22,1.2029999999999887
2961,2022,8,baku,leclerc,Monegasque,ferrari,1,19,116,2,2,199,2,2,0.0,24,
2944,2022,8,baku,perez,Mexican,red_bull,2,2,110,1,3,235,5,1,0.28199999999998226,32,0.28199999999998226
2943,2022,8,baku,max_verstappen,Dutch,red_bull,3,1,125,4,1,235,5,1,0.3469999999999942,24,0.06500000000001194
2962,2022,8,baku,sainz,Spanish,ferrari,4,20,83,0,5,199,2,2,0.4549999999999841,27,0.10799999999998988
2945,2022,8,baku,russell,British,mercedes,5,3,84,0,4,134,0,3,1.3529999999999944,24,0.8980000000000103
2947,2022,8,baku,gasly,French,alphatauri,6,5,6,0,14,17,0,7,1.48599999999999,26,0.13299999999999557
2946,2022,8,baku,hamilton,British,mercedes,7,4,50,0,6,134,0,3,1.5649999999999977,37,0.07900000000000773
2955,2022,8,baku,tsunoda,Japanese,alphatauri,8,13,11,0,12,17,0,7,1.6969999999999885,22,0.1319999999999908
2948,2022,8,baku,vettel,German,aston_martin,9,6,5,0,15,7,0,9,1.7319999999999993,34,0.0350000000000108
2949,2022,8,baku,alonso,Spanish,alpine,10,7,10,0,13,40,0,6,1.813999999999993,40,0.08199999999999363
2951,2022,8,baku,norris,British,mclaren,11,9,48,0,7,59,0,4,2.0389999999999873,22,0.22499999999999432
2950,2022,8,baku,ricciardo,Australian,mclaren,12,8,11,0,11,59,0,4,2.214999999999989,32,0.17600000000000193
2952,2022,8,baku,ocon,French,alpine,13,10,30,0,9,40,0,6,2.225999999999999,25,0.01100000000000989
2960,2022,8,baku,zhou,Chinese,alfa,14,18,1,0,18,41,0,5,2.430999999999983,23,0.20499999999998408
2953,2022,8,baku,bottas,Finnish,alfa,15,11,40,0,8,41,0,5,3.0849999999999937,32,0.6540000000000106
2959,2022,8,baku,kevin_magnussen,Danish,haas,16,17,15,0,10,15,0,8,3.283999999999992,29,0.19899999999999807
2954,2022,8,baku,albon,Thai,williams,17,12,3,0,16,3,0,10,3.359999999999985,26,0.0759999999999934
2957,2022,8,baku,latifi,Canadian,williams,18,15,0,0,21,3,0,10,4.007999999999981,26,0.6479999999999961
2958,2022,8,baku,stroll,Canadian,aston_martin,19,16,2,0,17,7,0,9,4.0120000000000005,23,0.004000000000019099
2956,2022,8,baku,mick_schumacher,German,haas,20,14,0,0,19,15,0,8,4.415999999999997,23,0.40399999999999636
2963,2022,9,villeneuve,max_verstappen,Dutch,red_bull,1,1,150,5,1,279,6,1,0.0,24,
2971,2022,9,villeneuve,alonso,Spanish,alpine,2,9,16,0,11,47,0,5,0.644999999999996,40,0.644999999999996
2964,2022,9,villeneuve,sainz,Spanish,ferrari,3,2,83,0,5,199,2,2,0.796999999999997,27,0.15200000000000102
2965,2022,9,villeneuve,hamilton,British,mercedes,4,3,62,0,6,161,0,3,1.5919999999999845,37,0.7949999999999875
2979,2022,9,villeneuve,kevin_magnussen,Danish,haas,5,17,15,0,12,15,0,8,1.6610000000000014,29,0.06900000000001683
2981,2022,9,villeneuve,mick_schumacher,German,haas,6,19,0,0,19,15,0,8,2.056999999999988,23,0.3959999999999866
2968,2022,9,villeneuve,ocon,French,alpine,7,6,31,0,9,47,0,5,2.2299999999999898,25,0.17300000000000182
2966,2022,9,villeneuve,russell,British,mercedes,8,4,99,0,4,161,0,3,2.2579999999999956,24,0.028000000000005798
2973,2022,9,villeneuve,ricciardo,Australian,mclaren,9,11,15,0,13,65,0,4,2.4499999999999886,32,0.19199999999999307
2970,2022,9,villeneuve,zhou,Chinese,alfa,10,8,1,0,18,41,0,6,2.7309999999999945,23,0.2810000000000059
2969,2022,9,villeneuve,bottas,Finnish,alfa,11,7,40,0,8,41,0,6,5.48899999999999,32,2.7579999999999956
2975,2022,9,villeneuve,albon,Thai,williams,12,13,3,0,16,3,0,10,5.5589999999999975,26,0.07000000000000739
2982,2022,9,villeneuve,perez,Mexican,red_bull,13,20,129,1,2,279,6,1,11.828000000000003,32,6.2690000000000055
2976,2022,9,villeneuve,gasly,French,alphatauri,15,14,16,0,10,27,0,7,13.192999999999984,26,1.3649999999999807
2974,2022,9,villeneuve,vettel,German,aston_martin,16,12,13,0,14,15,0,9,13.212999999999994,34,0.020000000000010232
2972,2022,9,villeneuve,stroll,Canadian,aston_martin,17,10,2,0,17,15,0,9,14.23299999999999,23,1.019999999999996
2978,2022,9,villeneuve,latifi,Canadian,williams,18,16,0,0,21,3,0,10,14.36099999999999,26,0.1280000000000001
2980,2022,9,villeneuve,tsunoda,Japanese,alphatauri,20,18,11,0,15,27,0,7,15.275999999999996,22,0.9150000000000063
2983,2022,10,silverstone,sainz,Spanish,ferrari,1,1,102,0,5,228,2,2,0.0,27,
2989,2022,10,silverstone,max_verstappen,Dutch,red_bull,2,7,175,6,1,304,7,1,0.07200000000000273,24,0.07200000000000273
2986,2022,10,silverstone,leclerc,Monegasque,ferrari,3,4,126,2,3,228,2,2,0.3149999999999977,24,0.242999999999995
2984,2022,10,silverstone,perez,Mexican,red_bull,4,2,129,1,2,304,7,1,0.6329999999999956,32,0.31799999999999784
2985,2022,10,silverstone,hamilton,British,mercedes,5,3,77,0,6,188,0,3,1.0120000000000005,37,0.3790000000000049
2988,2022,10,silverstone,norris,British,mclaren,6,6,50,0,7,65,0,4,1.100999999999999,22,0.08899999999999864
2987,2022,10,silverstone,alonso,Spanish,alpine,7,5,18,0,10,57,0,5,1.1329999999999956,40,0.031999999999996476
3000,2022,10,silverstone,russell,British,mercedes,8,18,111,0,4,188,0,3,1.1779999999999973,24,0.045000000000001705
3001,2022,10,silverstone,zhou,Chinese,alfa,9,19,5,0,16,51,0,6,1.73599999999999,23,0.5579999999999927
2994,2022,10,silverstone,latifi,Canadian,williams,10,12,0,0,21,3,0,10,22.111999999999995,27,20.376000000000005
2998,2022,10,silverstone,gasly,French,alphatauri,11,16,16,0,11,27,0,7,2.718999999999994,26,-19.393
2999,2022,10,silverstone,bottas,Finnish,alfa,12,17,46,0,8,51,0,6,3.2489999999999952,32,0.5300000000000011
2996,2022,10,silverstone,tsunoda,Japanese,alphatauri,13,14,11,0,15,27,0,7,3.328000000000003,22,0.07900000000000773
2995,2022,10,silverstone,ricciardo,Australian,mclaren,14,13,15,0,13,65,0,4,3.3719999999999857,33,0.04399999999998272
2997,2022,10,silverstone,ocon,French,alpine,15,15,39,0,9,57,0,5,4.206999999999994,25,0.835000000000008
3002,2022,10,silverstone,albon,Thai,williams,16,20,3,0,17,3,0,10,1.0949999999999989,26,-3.1119999999999948
2992,2022,10,silverstone,kevin_magnussen,Danish,haas,17,10,15,0,12,15,0,9,1.1759999999999877,29,0.08099999999998886
2991,2022,10,silverstone,vettel,German,aston_martin,18,9,13,0,14,16,0,8,1.6829999999999927,35,0.507000000000005
2990,2022,10,silverstone,mick_schumacher,German,haas,19,8,0,0,19,15,0,9,1.7249999999999943,23,0.04200000000000159
2993,2022,10,silverstone,stroll,Canadian,aston_martin,20,11,3,0,18,16,0,8,2.4470000000000027,23,0.7220000000000084
3040,2022,12,ricard,leclerc,Monegasque,ferrari,1,19,170,3,2,303,4,2,0.0,24,
3022,2022,12,ricard,max_verstappen,Dutch,red_bull,2,1,208,6,1,359,7,1,0.30400000000000205,24,0.30400000000000205
3025,2022,12,ricard,perez,Mexican,red_bull,3,4,151,1,3,359,7,1,0.46300000000000807,32,0.15900000000000603
3023,2022,12,ricard,hamilton,British,mercedes,4,2,109,0,6,237,0,3,0.8930000000000007,37,0.4299999999999926
3028,2022,12,ricard,norris,British,mclaren,5,7,64,0,7,81,0,4,1.1599999999999966,22,0.2669999999999959
3024,2022,12,ricard,russell,British,mercedes,6,3,128,0,5,237,0,3,1.2590000000000003,24,0.09900000000000375
3027,2022,12,ricard,alonso,Spanish,alpine,7,6,29,0,10,81,0,5,1.6799999999999926,40,0.42099999999999227
3041,2022,12,ricard,tsunoda,Japanese,alphatauri,8,20,11,0,16,27,0,8,1.9080000000000013,22,0.22800000000000864
3030,2022,12,ricard,ricciardo,Australian,mclaren,9,9,17,0,12,81,0,4,2.049999999999997,33,0.1419999999999959
3029,2022,12,ricard,ocon,French,alpine,10,8,52,0,8,81,0,5,2.176000000000002,25,0.12600000000000477
3035,2022,12,ricard,bottas,Finnish,alfa,11,14,46,0,9,51,0,6,2.1799999999999926,32,0.003999999999990678
